Lista_Aleatoria,Lista_80_Ordenada,Lista_Decrescente
74396,61511,37254
1457,61515,37243
37055,61525,37193
5194,61526,37191
52350,24349,37188
51457,61538,37185
49891,61544,37178
10662,61546,37173
90483,20724,37173
33033,61575,37144
51874,61575,37128
13232,61592,37120
69386,61598,37111
359,61610,37105
96356,61617,37105
52046,61623,37104
86298,84061,37093
47611,61650,37091
85212,61652,37083
26775,61655,37075
26413,64358,37073
54825,61659,37067
28657,61660,37064
11117,92928,37051
35940,61698,37043
71659,61699,36995
30339,61704,36977
31631,61717,36973
14756,61725,36960
22458,40268,36954
80928,76957,36941
65251,61746,36928
71354,61748,36913
61409,61751,36913
77227,65201,36909
71317,61755,36905
11024,61807,36889
58729,61817,36877
11866,61820,36866
46624,61851,36866
76446,61854,36863
78866,61867,36858
12351,41434,36855
49263,97715,36850
77998,61884,36816
71978,61886,36811
85239,61892,36788
19979,61896,36781
37459,61908,36775
89550,61915,36774
85167,61934,36771
36827,61941,36767
5539,61941,36740
94221,61942,36739
30141,61946,36737
49387,61947,36722
83633,61949,36720
89610,61953,36719
86792,61958,36717
83590,23859,36711
52113,61994,36704
25080,62006,36683
66099,62020,36670
31293,57094,36668
3343,62043,36667
68203,62047,36659
8723,62067,36638
44686,62074,36637
7260,62078,36629
81745,62097,36609
37773,62097,36605
59825,62099,36604
66760,62102,36603
64185,62103,36582
37083,62112,36577
65763,62119,36569
69424,62127,36564
47455,62163,36561
58342,62166,36553
38146,62196,36543
34145,53754,36528
63184,62214,36526
55548,62225,36507
50245,62230,36468
53881,89773,36466
91073,62242,36448
71040,62244,36437
63653,62245,36425
42240,30408,36413
25781,35173,36409
74335,25501,36407
95334,20303,36389
12684,62304,36383
91881,62316,36369
52334,62322,36355
64329,10899,36341
23804,62337,36330
16443,62341,36327
55583,62350,36320
59021,62352,36306
72102,62362,36292
73018,62371,36281
17503,62373,36280
48635,62377,36279
17300,36374,36265
89879,62396,36257
37174,62402,36248
56852,54763,36224
30609,62405,36219
81086,54431,36217
9009,62414,36191
40374,62441,36171
53982,62443,36164
90959,62443,36126
31441,62447,36125
2209,62451,36120
3231,46066,36108
66954,72459,36107
20676,62461,36099
93490,62481,36098
36465,62485,36083
78523,62509,36083
18889,62510,36054
47789,62510,36051
71146,62531,36035
84348,62563,36029
48699,62569,35993
60470,58422,35987
17940,40851,35966
31162,62586,35955
25947,62599,35950
44512,69832,35935
39689,62603,35931
79887,62607,35929
46730,62609,35929
63370,62615,35911
98543,62628,35892
70889,62629,35878
69789,62644,35855
24056,62654,35827
17452,62659,35826
33692,62661,35823
40656,33125,35814
28264,62695,35809
23249,15931,35801
63871,58754,35791
33444,62714,35782
29425,62722,35766
44813,62732,35765
21743,62741,35763
79043,62742,35744
48128,62753,35742
58905,62763,35716
77101,62765,35687
130,62765,35674
17415,62767,35665
62076,62768,35656
7960,62773,35649
32169,62786,35644
13035,62802,35627
55978,62824,35613
87635,62827,35603
13816,62832,35597
91253,62836,35583
14674,78070,35581
98720,62887,35581
62288,62887,35576
27673,38280,35572
74235,62914,35554
76640,68833,35542
72193,62928,35529
95415,6754,35525
97367,62950,35510
74826,62966,35498
84572,64119,35494
91917,63010,35490
5329,63066,35483
27931,63070,35474
89620,63108,35448
36932,63117,35441
44818,63126,35430
3374,63143,35418
86014,63143,35400
14706,63155,35386
7449,63157,35361
7392,63159,35350
62755,63160,35339
54847,63176,35315
44707,63181,35302
64441,63210,35294
74268,63243,35294
80533,63247,35286
6752,63252,35280
12632,63268,35267
11705,96231,35266
70925,63279,35255
21673,63284,35249
52474,63286,35245
86176,64680,35243
26401,63288,35223
80542,90648,35194
54182,63308,35153
97332,63308,35140
96808,63319,35139
44340,32342,35131
53352,63359,35130
10824,63371,35087
43029,63387,35051
42396,63402,35044
58606,63404,35025
61248,63425,34955
5938,4861,34954
33106,63455,34950
25896,63479,34937
18818,63494,34935
89460,63503,34929
72830,63509,34926
22244,63539,34917
92987,63550,34917
35414,63553,34917
34466,63565,34901
95859,63565,34886
33546,91922,34881
34161,63586,34839
35834,63588,34837
85994,63589,34831
83768,63590,34821
66020,63603,34805
88594,63621,34796
1320,74569,34790
7352,63634,34785
47164,63637,34773
3533,63642,34769
2591,63656,34746
22852,63674,34739
40804,42521,34726
3930,63702,34721
40866,63720,34715
28654,63726,34703
53245,63741,34689
9851,63742,34682
38131,63750,34667
19301,63755,34665
99774,63764,34651
81121,63770,34647
36899,63780,34629
88641,63784,34627
66447,63814,34622
84177,63815,34622
22735,63818,34599
55969,98523,34591
58946,63820,34589
64627,63838,34585
14290,63853,34566
50816,58089,34557
79794,63880,34554
87909,65371,34551
9475,63892,34546
1419,63907,34516
80177,63918,34512
4433,63919,34480
8338,53088,34479
14113,63941,34476
34932,63943,34471
7060,63994,34466
45525,64013,34466
557,64037,34425
31556,97636,34415
95948,64054,34413
11257,64061,34408
7958,64064,34402
77114,64072,34390
21487,64104,34386
57684,64109,34383
45599,64115,34378
89837,64117,34371
77538,56215,34359
66226,62283,34353
19382,64150,34338
59944,64155,34337
98440,21075,34322
8003,64185,34312
60548,64189,34305
29243,64191,34289
43579,64220,34288
56594,64226,34233
31613,64233,34230
84490,64237,34214
81104,64241,34201
16032,64245,34184
40866,64264,34179
11343,64268,34171
98416,64294,34153
70213,64297,34150
91057,64317,34138
23744,64321,34133
44209,79725,34125
61218,68188,34123
11893,64362,34075
26643,64375,34062
82590,64409,34059
87075,64440,34044
80945,64441,34033
93940,41584,34000
93180,64463,33985
2450,64466,33978
47738,64468,33967
79289,64470,33958
78014,64478,33913
2536,64497,33885
12254,64501,33866
78020,64504,33860
73462,26725,33836
89807,64528,33830
50522,83618,33800
52231,64554,33779
96820,44331,33759
83049,64578,33738
11385,64600,33710
89815,64608,33709
60272,64622,33695
57188,64637,33694
97086,64656,33689
57241,64657,33686
11474,64663,33684
68441,64665,33664
29966,36497,33661
71851,64688,33656
96521,64694,33649
81856,64694,33646
66091,64741,33638
70379,64747,33638
65223,64749,33624
77529,64764,33622
32700,64766,33612
77299,64806,33609
75025,5135,33604
3490,64830,33601
13537,64845,33586
11508,64867,33583
50245,74457,33578
20705,64883,33571
15838,64887,33564
62235,64889,33554
75497,64890,33554
85622,64891,33548
88242,64892,33544
47014,64896,33540
71926,64909,33532
62360,64910,33526
57384,64927,33516
16454,64934,33509
98771,64952,33500
35726,64970,33476
59693,64973,33476
49117,64989,33446
14062,38759,33413
46201,45115,33411
78809,65029,33404
49279,65057,33399
70395,65059,33389
17418,65059,33385
83384,65066,33370
22676,65081,33361
37039,31450,33356
28410,65082,33352
34777,65107,33342
39570,65114,33325
72825,65118,33296
31633,65153,33290
51575,65167,33285
82486,65190,33280
63686,65196,33252
20448,70106,33247
80957,65201,33246
94461,65224,33232
11111,65232,33214
15654,65235,33208
81735,65243,33185
39386,92689,33182
35847,65284,33178
4560,65288,33175
66817,65292,33160
86004,65297,33148
49057,65300,33144
16976,27573,33127
18825,65321,33118
15834,65333,33115
40849,65333,33113
70675,65336,33108
56891,65343,33078
43241,65344,33074
40894,26110,33056
84524,65404,33055
56291,65412,33039
42882,65418,33035
14136,65421,33032
57659,65423,33022
81520,65425,33020
10078,65425,33014
91302,65443,32994
40218,65451,32993
32255,65465,32989
88963,65465,32953
7510,65469,32919
62016,65476,32909
95224,65485,32902
71123,65494,32893
36663,65497,32890
54192,65510,32880
23550,65537,32867
24723,65539,32865
6102,73205,32862
12399,65560,32858
69429,65563,32848
43801,65568,32835
57734,65579,32832
74059,65580,32790
74060,65584,32771
59467,65586,32754
87253,65592,32742
65413,65608,32719
9807,65609,32718
91317,65611,32707
37894,65611,32705
2726,11595,32701
52410,65629,32694
14757,65630,32691
75522,65646,32685
95251,65646,32662
40109,65647,32658
98376,65653,32655
69748,65654,32651
27622,65660,32651
2602,65675,32628
72778,65682,32627
42153,65698,32607
23149,65714,32602
8412,65729,32602
72209,65740,32598
11150,65748,32572
43481,65751,32571
99550,65778,32551
26772,65821,32540
61017,73107,32532
17736,43995,32517
15323,65855,32494
11258,65858,32482
48349,65861,32481
34264,65862,32476
69699,65874,32472
43353,65877,32435
94094,65878,32420
40589,65879,32418
33057,65880,32368
60207,65881,32365
51702,65887,32361
7608,65891,32341
34011,65891,32336
33920,65898,32325
97879,65909,32314
91676,37742,32310
1462,65920,32300
36146,4704,32299
51647,65958,32293
25786,20589,32289
45778,25723,32283
55019,65973,32274
19808,65980,32261
20250,65984,32259
38986,65999,32256
64243,66010,32229
98702,66035,32221
41305,66036,32218
86611,66054,32184
34666,66062,32166
29250,66073,32141
51561,66076,32131
26554,66079,32123
89928,66093,32121
13861,66108,32119
28085,54057,32115
69987,24777,32097
21765,72386,32096
7697,9042,32094
40379,66166,32093
51442,46526,32091
84770,66187,32083
69219,66243,32082
25751,66256,32046
70907,66262,32040
69542,66282,32019
56130,66286,32013
69968,66309,32013
12759,66317,32013
22267,66323,32010
70708,66325,32006
64301,66339,32004
46324,66347,31999
35964,66180,31977
56023,60979,31976
42992,66369,31975
34140,66378,31970
76715,66379,31969
64783,66387,31966
55785,66398,31953
95541,66420,31922
53558,66447,31920
19939,66464,31901
53538,66476,31896
79670,4129,31891
35476,66478,31889
65988,66486,31855
7495,66488,31854
42663,66489,31844
25540,66491,31836
631,66494,31825
62137,66494,31824
57725,66504,31811
54804,66513,31808
59530,66522,31807
35922,75201,31806
7135,66528,31796
48526,66545,31784
9588,66552,31782
57517,66572,31774
66933,66581,31772
63678,66585,31768
77681,66585,31753
53187,66586,31735
65046,63679,31732
1237,66601,31729
71207,66611,31723
24958,90272,31711
57554,66646,31705
44292,66657,31704
68130,92745,31701
5131,66670,31698
50782,66687,31690
57100,66688,31688
15226,66698,31680
12730,66713,31671
47172,66746,31643
74461,66755,31636
60227,66767,31628
85990,72204,31618
85227,62405,31614
18205,66792,31597
76751,66801,31596
96233,66802,31585
68324,66804,31579
82572,66816,31572
56937,66834,31561
40055,66836,31555
16449,66841,31544
43761,1929,31536
61214,66875,31518
93606,66878,31517
46693,66883,31490
3367,66886,31485
72885,76628,31484
65745,66907,31475
3900,66914,31473
84474,66923,31462
69780,66927,31457
58592,66931,31450
48377,43584,31427
70445,27252,31401
23878,66981,31392
25076,66997,31388
88903,67004,31383
76382,67004,31381
58895,25153,31371
80014,67010,31365
31731,67025,31353
58451,67042,31344
60169,67048,31333
31925,67050,31330
29441,67057,31311
54281,67061,31306
52261,67093,31297
68693,67095,31281
39565,67112,31276
49296,67127,31266
91490,67140,31258
12279,67142,31250
95221,67149,31249
97928,31612,31227
20749,67203,31215
37019,99747,31209
53491,67210,31191
91715,67223,31191
52837,67235,31181
33728,67241,31179
7190,67248,31147
62310,67253,31147
96175,57815,31113
76675,67257,31112
37401,67270,31109
77777,67287,31108
62636,9233,31102
38744,67300,31100
28264,67311,31078
34351,67325,31068
12782,67328,31064
97353,11546,31063
63731,67336,31054
48926,14541,31053
65943,67355,31050
97652,67359,31046
24367,67362,31023
77436,26743,31022
2959,67366,31017
38230,29785,31013
92503,67411,31008
23210,79457,30992
43799,20344,30992
38071,70900,30976
58405,76701,30965
72032,67479,30954
78792,67493,30940
21129,67508,30916
3945,67517,30904
75846,67539,30898
25862,67540,30873
41507,52623,30856
38357,67603,30838
37387,4136,30810
14661,67639,30804
52887,67642,30781
55813,83482,30776
70332,67658,30750
74143,67662,30732
55042,67668,30710
50533,67682,30675
68113,67696,30671
3019,67697,30668
28668,67698,30666
61057,67700,30664
45250,67703,30639
59445,66528,30639
99688,67723,30631
19286,67725,30607
53725,80942,30601
54775,67732,30601
55069,67744,30599
33326,58941,30599
27117,67816,30577
16853,67824,30562
72328,67824,30552
34221,67831,30526
86293,67837,30524
95425,37888,30501
59424,69351,30487
75912,67855,30478
9312,67858,30468
62437,67866,30460
10204,67867,30440
65347,51969,30398
17557,67870,30394
12737,67878,30383
27219,67879,30374
41363,67198,30372
46376,76115,30343
85102,67898,30337
83315,67920,30336
23095,67929,30326
7208,67949,30324
28150,67962,30321
44191,67963,30321
96008,67965,30320
14770,67971,30316
58420,23073,30311
36504,67988,30303
48264,39958,30302
77375,68009,30302
23104,68018,30284
24986,68022,30277
92142,68040,30273
84583,68042,30268
87798,68068,30265
27422,68073,30261
69059,68074,30253
41814,68077,30247
40653,68081,30244
68260,68094,30240
99316,68101,30236
53738,68102,30212
49585,68103,30201
70327,68106,30195
18396,50399,30190
2194,68113,30186
64419,68118,30168
57699,92498,30168
13840,68195,30160
29494,68200,30160
98313,68202,30159
71488,68218,30153
29566,68220,30151
12157,68220,30129
57261,62273,30109
70023,68235,30107
39955,68287,30103
78354,20570,30103
72217,80590,30095
44211,68324,30094
6722,68328,30086
40020,68331,30074
31286,82265,30058
83936,68350,30056
98140,68355,30054
71305,68355,30045
63681,68366,30043
53789,68370,30037
38240,68372,30034
88229,68386,30034
81313,49758,30032
50719,68436,30014
62216,68437,30005
37661,68439,29966
54586,68439,29958
10215,68453,29947
49905,68461,29926
93951,68462,29885
21021,21949,29873
94609,68466,29864
87718,68468,29856
58396,68470,29855
2698,68477,29849
44002,68497,29844
55597,58524,29814
61162,68501,29804
83782,68505,29785
89261,68505,29785
9887,68516,29782
59120,68519,29781
92751,68521,29766
86836,9611,29764
50503,68545,29756
92841,68549,29752
51121,68579,29747
89680,68579,29729
8828,68589,29726
11374,68601,29709
41869,68623,29696
49751,4940,29695
84091,68680,29673
68660,68697,29661
8803,68699,29623
63150,68705,29621
77076,68733,29601
53475,68735,29599
28053,83970,29597
72982,68741,29584
93071,68745,29580
52149,68756,29578
92012,68762,29571
52219,14829,29569
12904,75469,29562
25030,62905,29550
70768,68847,29546
26198,68847,29532
99470,68853,29529
33112,68865,29527
59357,9602,29522
15067,58071,29516
5280,68889,29512
58521,45135,29507
94899,68912,29483
65207,68916,29478
27212,68929,29470
85589,68936,29470
49162,68940,29453
17333,68949,29447
22672,69029,29443
51722,69029,29437
31635,69044,29435
30188,82534,29433
80746,69091,29432
68878,69095,29425
91869,69102,29414
38086,69154,29378
80089,69175,29373
43191,69206,29366
23611,69215,29364
43998,69238,29344
98409,69253,29343
99408,69335,29333
1421,30754,29332
42829,69380,29325
60258,69401,29315
2713,69403,29312
78416,69426,29311
18820,29087,29299
43300,69444,29287
84212,69449,29279
84812,69452,29269
76202,69482,29260
93086,69486,29260
26880,80611,29254
64694,69489,29251
65152,64323,29231
2426,69530,29230
97367,95220,29228
2816,75552,29209
53664,69549,29187
88922,69572,29179
67749,40445,29177
44409,77436,29148
90588,69608,29082
82776,92177,29068
72413,69636,29057
60902,69647,29037
95538,69664,29036
41039,69676,29035
91592,11587,29016
88134,30638,29015
39652,38777,29012
61917,69709,29010
4648,69718,29007
45013,69736,28997
31664,69738,28981
91671,69755,28977
29509,69768,28974
79126,69793,28966
97769,69816,28958
1458,57228,28958
76644,69868,28948
37688,69894,28942
39634,69908,28937
19611,69912,28921
26140,69914,28915
26482,69942,28911
41185,69944,28900
1623,69952,28886
28614,69980,28886
20445,70003,28875
90744,70017,28868
82468,70021,28865
66059,70046,28863
593,69516,28850
13669,70056,28843
26038,70057,28830
43722,70083,28806
22796,70084,28800
4938,70097,28783
55029,67870,28779
32479,70126,28770
74320,70160,28768
23531,15121,28766
39970,70184,28753
51714,70190,28752
58383,70216,28749
43782,70220,28738
43255,70222,28730
41530,70229,28709
96644,70287,28683
87471,35068,28664
14962,90737,28638
13369,70323,28617
78296,70368,28617
9393,70369,28601
59842,70392,28600
91940,70393,28585
28256,70432,28578
87345,83819,28575
72475,9642,28562
32463,70470,28541
70493,70471,28522
91671,70480,28520
66657,93418,28499
85532,70500,28499
31244,70523,28481
89215,70545,28465
25711,70549,28465
62803,70567,28450
5981,70570,28438
94580,70573,28429
62644,70590,28427
56853,1040,28419
35453,70622,28416
44214,61247,28399
19451,70629,28390
48397,70643,28390
61169,70681,28365
3786,8349,28364
2096,70767,28358
3109,70767,28341
94492,43868,28335
21472,70777,28334
36905,70781,28326
56924,70790,28322
90881,70793,28313
30978,70794,28313
65385,70795,28308
77051,36336,28307
91929,60969,28304
3655,70827,28301
6568,5149,28298
14889,70844,28295
65685,47357,28294
4593,70862,28278
4813,70863,28258
53452,70897,28255
33535,70900,28250
41606,70900,28250
18442,57387,28241
59181,70916,28225
21112,70921,28209
6275,70924,28204
8310,73741,28195
90995,70955,28194
50528,70995,28193
27306,42382,28191
94690,68295,28164
15340,71035,28158
14445,71044,28129
4770,56940,28119
43896,71058,28110
54872,71070,28105
88143,71072,28090
8202,44908,28086
92591,71120,28064
81142,71124,28060
66406,71134,28060
433,71135,28059
20380,71160,28034
31770,71169,28027
74325,71177,28018
79870,71184,28005
35975,47497,27987
29920,71194,27982
1094,9572,27982
41704,71198,27979
53059,71224,27976
53170,71248,27964
30262,71252,27954
22238,71276,27954
13586,71277,27942
37244,71277,27941
74386,71279,27914
13136,57372,27910
46505,26495,27904
86465,71304,27900
51631,71308,27883
550,71313,27882
15540,78560,27880
43613,71367,27878
441,29079,27870
52397,71380,27865
62368,71406,27863
288,71419,27862
26114,71425,27856
99210,71430,27848
16780,71432,27847
91414,71440,27842
59627,71454,27834
95713,71456,27773
63739,71457,27765
92650,71475,27756
2333,71478,27736
45297,71490,27734
56910,71492,27716
46737,60891,27701
65331,21176,27688
74917,71513,27667
49723,82847,27662
20699,71539,27645
77394,71545,27644
47242,71549,27632
72402,37288,27616
51353,90541,27603
46522,71611,27588
39427,71615,27583
20237,19789,27578
27962,71625,27574
11932,71629,27568
32406,71637,27563
22881,71653,27552
59937,71678,27547
38341,71684,27539
72926,71703,27535
5881,71707,27532
2313,71708,27530
85364,71709,27519
69950,71712,27518
94275,71727,27513
44422,71728,27510
52828,74264,27506
60207,38800,27497
53223,88506,27489
27331,71775,27481
50052,71782,27468
59107,71807,27460
80131,71808,27458
21181,71821,27443
19793,71821,27438
93783,71824,27438
95260,71828,27423
37615,71828,27416
92030,17775,27405
99313,84572,27368
8175,71861,27364
72099,52670,27358
89536,71893,27342
53473,71913,27334
89836,71925,27309
10549,49777,27284
92011,71937,27275
14998,71939,27268
42035,71950,27258
90470,71952,27257
86243,71973,27241
86839,71991,27224
47675,71992,27201
59403,71995,27199
66814,71996,27197
99657,72004,27188
24579,72006,27186
93945,72006,27174
63283,72011,27148
52400,72019,27144
73237,72032,27142
1928,30856,27141
9029,72061,27134
6774,72095,27133
63186,72111,27091
13055,50046,27084
76087,72183,27069
66876,91823,27052
81861,57093,27046
4602,72355,27033
49933,30559,26979
95451,72204,26973
79911,72206,26972
31139,72216,26953
91339,72224,26948
65717,72238,26922
96873,72280,26905
44921,72288,26897
66634,72296,26884
81679,72316,26880
45826,72317,26865
89482,20961,26858
82874,72324,26853
93233,55015,26848
83041,72337,26846
9914,73084,26844
8411,72363,26826
55911,72364,26806
22729,72373,26805
38893,72382,26780
37858,12958,26772
14908,72391,26758
68672,72927,26753
85471,74049,26753
16124,72461,26744
23155,72464,26726
84424,72467,26715
92635,72467,26713
62428,72480,26703
88394,72497,26700
20129,72510,26671
72502,72513,26647
47259,72517,26603
13892,72519,26588
3615,72526,26579
1010,47599,26576
38873,5798,26566
73175,72540,26561
72697,72546,26560
71098,11608,26557
21842,72557,26545
1279,72559,26544
32056,79288,26543
95727,72573,26541
11715,72574,26526
51723,72587,26513
1520,72591,26513
27981,72604,26511
25936,72613,26497
43609,72614,26495
70476,72619,26476
44196,7406,26474
9984,61155,26453
32695,12845,26441
43859,72643,26423
66314,72647,26406
95265,72651,26396
39901,72659,26394
2170,56948,26386
46513,72665,26382
31019,72671,26372
55770,8536,26365
95440,72674,26363
15142,72691,26356
59103,2811,26335
59557,21097,26330
62880,72696,26328
5552,72700,26313
99445,72711,26307
64017,72719,26307
72958,72725,26293
33232,72734,26289
48647,82438,26284
98213,72747,26270
78279,42231,26259
4793,72750,26239
41995,72752,26229
11260,72753,26202
77850,72802,26186
96099,72808,26179
32408,72811,26179
60972,72825,26135
59113,72843,26132
36022,72843,26131
99832,72845,26093
48534,72847,26088
2640,41670,26087
68620,72886,26086
32793,69693,26073
41790,22525,26070
78186,72932,26068
76950,33093,26065
79723,72941,26060
3488,72945,26046
39872,81024,26042
50010,72958,26037
13488,72965,26033
91799,72969,26027
56668,72972,26026
97504,72976,26024
61185,72982,26021
66147,72987,26009
93103,72997,26004
88153,73005,25979
25195,11703,25973
89128,1299,25965
75377,20698,25940
64154,73053,25928
33306,73059,25920
35292,73066,25914
21816,57811,25908
27490,50501,25907
40750,91947,25907
1294,73097,25884
99762,2786,25881
64995,73105,25861
74326,77093,25859
68288,55,25852
27693,73118,25849
33122,45232,25848
1,73144,25842
71820,73152,25831
82246,73161,25823
74867,73193,25820
28490,73196,25820
97868,16156,25817
21645,39175,25812
6736,82069,25810
24850,73241,25807
20875,73252,25806
26309,73259,25770
33828,73274,25761
78358,73280,25754
72201,73290,25747
45440,73300,25727
26087,73303,25716
88608,73304,25681
19079,73308,25666
84374,73314,25663
49192,73356,25657
60608,73368,25647
5623,91579,25646
86918,70487,25644
63562,73386,25636
15412,29113,25631
16305,73395,25608
85516,73425,25584
31658,73438,25582
76600,73445,25579
18241,73451,25574
84884,56860,25573
18106,73475,25567
98427,73479,25559
82492,73484,25542
10382,95016,25534
89201,73505,25530
32714,73515,25528
25737,73517,25526
52789,73519,25509
6639,73521,25491
35944,73532,25490
89819,73539,25488
59289,73565,25477
59751,73568,25465
86463,58845,25465
7016,73593,25458
60075,73597,25457
52035,23513,25456
89291,73623,25450
49433,7158,25448
42086,81872,25431
31414,73665,25412
66221,73698,25408
42688,73728,25397
60231,73734,25385
40275,42955,25361
12416,73738,25347
95884,73463,25330
7509,73750,25327
84056,73751,25294
10703,34187,25292
51748,73773,25279
66297,94618,25277
93394,73792,25274
61982,73805,25264
39402,73836,25241
57301,73839,25198
11806,73855,25194
42399,73875,25191
64469,73933,25186
54983,73939,25185
40316,73939,25181
8149,93615,25176
95625,72033,25167
96551,76903,25151
75260,73974,25121
7175,76382,25098
22195,74015,25097
26914,8095,25096
44901,9129,25089
8156,46724,25086
49873,39280,25085
19883,61549,25081
52849,74057,25070
37327,74058,25053
98810,74059,25045
4342,74078,25043
41948,74078,25025
77200,74080,25023
18145,74084,25022
73273,74107,25021
24815,74135,25015
24245,74136,25003
75108,74156,24987
79309,74181,24987
28632,74200,24963
86793,90378,24962
40199,63344,24959
65219,74229,24945
70228,74231,24939
60226,74233,24925
2049,74245,24919
37211,74252,24918
85946,74264,24914
86449,62600,24891
24533,74272,24882
60294,74277,24877
82720,74277,24875
12584,37985,24871
65261,74300,24863
17326,74311,24833
3507,74318,24831
78721,44796,24822
74324,74320,24821
27190,74332,24810
2017,74347,24796
13266,74352,24792
78344,74366,24780
56729,74376,24760
65933,45024,24760
65093,55356,24753
3665,74397,24746
77249,74413,24739
94796,74414,24734
82132,74433,24729
43205,74437,24726
69781,74443,24710
30091,73224,24691
65938,74454,24673
17436,74319,24658
41168,74489,24654
79703,74501,24653
76860,74509,24650
17112,74829,24649
37048,74536,24646
68942,74543,24638
85771,74549,24636
51060,51547,24628
89034,74558,24596
24877,82805,24589
58570,74588,24574
85310,74602,24563
59234,74604,24558
87336,74616,24550
7097,74627,24550
25443,74634,24545
33355,74643,24541
16218,74668,24535
56436,74711,24533
94358,74756,24515
44443,74763,24501
52557,74766,24491
83735,74780,24468
60669,74804,24456
94566,74815,24446
76164,24847,24445
21310,74824,24444
86450,43236,24392
58248,74864,24392
28663,72900,24390
87435,74870,24378
41111,74878,24373
71508,74884,24367
58016,74889,24348
12087,74900,24343
68557,74901,24338
5363,74918,24336
95991,74925,24308
70494,74941,24303
33370,74963,24281
42512,74984,24279
91360,75010,24266
22928,66130,24255
90990,75045,24231
95498,24844,24214
65819,75059,24204
99285,23757,24203
20559,76797,24197
13272,75122,24188
68240,75125,24187
58877,75128,24185
22388,75165,24184
35990,75176,24183
22545,14883,24181
9353,83884,24151
86876,75206,24146
78209,75229,24145
24002,75240,24129
24364,75276,24120
23093,75286,24087
64163,75287,24073
30903,75287,24066
97398,75297,24057
55210,75319,24053
54670,75327,24047
20292,75328,24025
251,6,24013
7939,75330,24011
6355,75369,23973
45032,75406,23968
11653,75425,23963
25335,75467,23949
43895,75468,23939
85613,38171,23934
97309,51426,23929
30430,8490,23924
88811,75518,23901
38062,75520,23900
32831,75526,23889
38114,75532,23882
51004,75540,23843
7253,3894,23817
55285,49547,23816
32515,75563,23814
84286,75567,23809
70266,75576,23771
77632,75582,23763
67812,75591,23758
74147,75619,23757
913,51620,23753
39388,75633,23746
23291,75649,23743
33676,75650,23740
34931,75662,23734
78240,75672,23724
91900,75690,23721
18881,75700,23713
69170,46798,23712
59925,75709,23702
12452,73381,23697
56241,75750,23696
66338,75751,23693
82565,75757,23693
63427,75765,23682
46121,42708,23677
16396,75791,23676
80590,73767,23669
53285,75819,23667
58915,75821,23663
6351,75824,23659
34502,75828,23641
12138,75828,23640
47957,75841,23633
62078,75856,23629
6285,93682,23627
73757,75878,23620
35540,75882,23612
74060,75883,23606
14411,75888,23605
65883,75920,23599
86506,14972,23586
43783,75931,23583
88295,75938,23572
92195,75949,23559
18766,75965,23559
95,75970,23552
14773,75976,23547
24705,75979,23503
86587,75988,23499
97091,75998,23488
58391,76013,23488
7756,76022,23482
88459,76023,23482
44709,76029,23458
69382,76045,23445
8897,76050,23445
78698,76062,23443
94936,76068,23432
71027,76082,23416
20561,76088,23413
81297,76114,23391
94034,93915,23384
75992,76157,23382
90246,76196,23378
67582,31561,23376
28236,76223,23375
44306,76242,23375
62994,76252,23374
82966,45501,23365
12250,76287,23319
59427,76322,23287
71145,76324,23282
15003,76341,23273
94253,76370,23266
55353,37329,23263
79148,76403,23253
23258,76412,23242
239,76430,23240
38526,76441,23232
83539,76452,23231
38191,76467,23214
90593,61187,23213
99029,34926,23197
67072,76531,23176
33015,76545,23174
85613,76555,23174
51045,76557,23174
62312,76575,23170
30979,76585,23156
10477,76586,23149
48199,61868,23138
23216,76619,23128
84628,76620,23123
31100,76626,23104
84925,18390,23086
99424,27206,23073
75092,68305,23071
15442,76651,23061
93937,76660,23045
86575,81142,23045
27849,76666,23037
16778,2009,23036
12085,76683,23027
46332,76692,23022
89269,76700,23019
96555,25330,23018
40236,76715,22999
98116,76716,22988
9427,76719,22985
11194,76726,22981
3962,76726,22977
31399,76734,22977
54676,76736,22966
87903,76741,22965
52769,76746,22957
44317,15495,22953
73037,10431,22953
94610,76828,22949
47128,44330,22945
38629,76844,22931
57625,76853,22922
65998,76856,22909
23586,76871,22901
94384,76876,22875
14757,76883,22852
10989,76890,22847
2640,76892,22847
36395,76894,22837
90719,87071,22833
44797,76904,22833
3963,76912,22823
73484,76923,22807
99083,76927,22797
17018,76931,22772
95684,76942,22772
63742,76946,22748
91881,86226,22735
81583,35268,22731
44562,76973,22731
83110,76983,22728
92311,17777,22719
82954,76989,22710
97124,76999,22708
47282,34628,22706
30950,77006,22690
77473,77013,22671
29897,77016,22669
40885,77021,22663
39806,77022,22655
12046,77050,22654
2586,94056,22639
47552,48121,22637
72318,77064,22637
29359,77072,22619
82285,77078,22609
85028,77084,22601
25704,77089,22599
81702,14477,22585
14356,77108,22568
63544,77115,22556
33920,77119,22542
79312,77121,22508
63736,77132,22499
84934,23009,22498
80825,97624,22498
62376,13979,22485
10030,77165,22482
55745,77170,22462
14152,77176,22454
27573,77179,22453
34172,77200,22450
24028,77202,22445
15779,77210,22427
97934,77216,22400
26389,66670,22376
87733,77250,22369
14075,77267,22367
39733,77281,22357
45906,77290,22354
20816,77307,22350
14959,19939,22350
68402,77358,22340
42818,77379,22325
13927,77428,22319
16042,37597,22319
48833,89904,22318
50310,77453,22313
86685,77465,22291
24207,77469,22284
60648,77475,22282
68043,77499,22281
